trial_id,graph_type,true_mincut,karger_cut,karger_ms,karger_correct,ks_cut,ks_ms,ks_correct
861,clique,5,5,1.7819,1,5,27.308,1
862,erdos,2,3,0.4279,0,2,8.9807,1
863,erdos,1,1,0.3236,1,1,7.5993,1
864,clique,5,37,1.766,0,5,29.993,1
865,clique,5,5,1.788,1,5,27.4593,1
866,erdos,2,3,0.3393,0,2,7.9314,1
867,erdos,2,6,0.3576,0,2,8.0886,1
868,erdos,1,1,0.3416,1,1,7.8106,1
869,erdos,2,2,0.3503,1,2,8.9222,1
870,clique,5,5,1.8043,1,5,33.3916,1
871,erdos,1,1,0.3474,1,1,8.3765,1
872,erdos,0,0,0.3399,1,0,10.0672,1
873,clique,5,37,1.7409,0,5,26.487,1
874,erdos,1,1,0.962,1,1,45.9793,1
875,clique,5,5,1.793,1,5,36.1269,1
876,clique,5,5,1.8438,1,5,33.9155,1
877,erdos,3,5,0.3199,0,3,10.367,1
878,clique,5,5,7.2701,1,5,28.9645,1
879,clique,5,37,1.6342,0,5,52.6749,1
880,erdos,2,3,0.3263,0,2,10.2651,1
881,clique,5,5,1.6939,1,5,34.6426,1
882,erdos,3,6,0.3294,0,3,29.6042,1
883,erdos,1,1,0.3385,1,1,13.2001,1
884,clique,5,37,1.6528,0,5,32.7077,1
885,erdos,1,1,7.1266,1,1,18.0206,1
886,erdos,2,3,0.3355,0,2,33.5309,1
887,erdos,0,0,0.3652,1,0,18.9272,1
888,clique,5,5,4.5829,1,5,86.2295,1
889,clique,5,5,22.3503,1,5,91.4005,1
890,clique,5,36,2.8909,0,5,63.347,1
891,clique,5,5,5.4996,1,5,76.1126,1
892,clique,5,36,4.6541,0,5,66.5568,1
893,erdos,2,5,0.2811,0,2,12.8235,1
894,erdos,2,4,0.4283,0,2,13.3745,1
895,erdos,3,5,0.4067,0,3,12.8781,1
896,erdos,2,2,0.2868,1,2,12.109,1
897,erdos,3,4,0.4665,0,3,14.8905,1
898,erdos,2,2,0.4719,1,2,9.3123,1
899,erdos,2,4,2.3645,0,2,9.1996,1
900,erdos,2,2,0.4475,1,2,12.7882,1
901,erdos,3,8,0.4749,0,3,14.2837,1
902,clique,5,73,2.2516,0,5,34.6865,1
903,clique,5,5,1.5932,1,5,39.6117,1
904,clique,5,36,2.2108,0,5,40.4598,1
905,erdos,2,2,0.2422,1,2,18.3298,1
906,erdos,1,1,0.3801,1,1,11.9912,1
907,erdos,1,4,0.3136,0,1,13.1479,1
908,clique,5,5,19.7389,1,5,147.269,1
909,clique,5,5,3.0791,1,5,100.831,1
910,clique,5,37,1.593,0,5,53.3981,1
911,erdos,1,2,0.2897,0,1,11.9572,1
912,clique,5,36,2.3314,0,5,41.9621,1
913,erdos,3,3,0.3207,1,3,12.1918,1
914,clique,5,37,1.9261,0,5,64.8449,1
915,clique,5,37,1.7227,0,5,38.8807,1
916,clique,5,36,2.754,0,5,67.6776,1
917,erdos,3,4,1.6506,0,3,28.1556,1
918,erdos,2,2,0.3203,1,2,10.0862,1
919,clique,5,36,1.8366,0,5,33.0535,1
920,clique,5,37,1.9936,0,5,40.81,1
921,clique,5,36,1.7704,0,5,37.5032,1
922,clique,5,5,1.6164,1,5,33.5228,1
923,clique,5,5,1.8761,1,5,38.5546,1
924,erdos,1,3,0.3146,0,1,9.0384,1
925,clique,5,41,2.5896,0,5,35.7531,1
926,clique,5,5,2.336,1,5,32.2012,1
927,erdos,3,6,0.3422,0,3,12.2621,1
928,erdos,1,2,0.3767,0,1,9.6269,1
929,clique,5,36,1.6111,0,5,35.42,1
930,clique,5,36,1.5473,0,5,31.1119,1
931,clique,5,5,1.6725,1,5,28.4536,1
932,erdos,2,13,0.2215,0,2,10.7866,1
933,clique,5,5,2.289,1,5,36.0294,1
934,erdos,2,4,0.3303,0,2,16.1213,1
935,erdos,3,4,0.3183,0,3,9.8088,1
936,clique,5,5,2.5921,1,5,38.7817,1
937,erdos,2,4,0.3229,0,2,12.6107,1
938,erdos,4,14,0.3722,0,4,9.8556,1
939,erdos,0,0,0.3158,1,0,8.0848,1
940,erdos,2,4,0.3305,0,2,7.7455,1
941,clique,5,37,1.8038,0,5,26.6746,1
942,clique,5,36,2.1437,0,5,24.9785,1
943,clique,5,36,1.2336,0,5,119.457,1
944,clique,5,5,2.3242,1,5,28.3811,1
945,erdos,1,1,0.2446,1,1,7.7259,1
946,clique,5,5,1.6761,1,5,28.9752,1
947,clique,5,5,1.7028,1,5,30.9014,1
948,clique,5,37,1.6889,0,5,29.3374,1
949,erdos,2,2,0.3243,1,2,8.0217,1
950,erdos,4,5,0.3236,0,4,8.4499,1
951,clique,5,37,1.8171,0,5,29.2623,1
952,erdos,2,4,0.3412,0,2,8.807,1
953,clique,5,5,1.8391,1,5,28.9058,1
954,clique,5,5,1.6854,1,5,29.5588,1
955,erdos,3,3,0.3163,1,3,8.1334,1
956,erdos,3,6,0.2481,0,3,7.858,1
957,erdos,2,2,0.3289,1,2,10.0713,1
958,clique,5,37,1.2114,0,5,32.6436,1
959,erdos,2,5,0.3266,0,2,8.7829,1
960,erdos,3,5,0.3572,0,3,8.261,1
961,clique,5,5,3.2993,1,5,84.0703,1
962,clique,5,5,1.6768,1,5,48.9866,1
963,erdos,3,3,0.2332,1,3,13.2419,1
964,erdos,2,4,0.2199,0,2,8.5898,1
965,clique,5,37,1.7878,0,5,29.2612,1
966,clique,5,5,1.8689,1,5,25.7319,1
967,clique,5,5,1.876,1,5,27.78,1
968,clique,5,38,1.361,0,5,27.8908,1
969,erdos,3,3,0.364,1,3,10.2437,1
970,clique,5,36,1.3257,0,5,24.6147,1
971,clique,5,37,2.1378,0,5,29.7423,1
972,erdos,2,7,0.3403,0,2,50.9731,1
973,erdos,2,3,5.5583,0,2,19.9749,1
974,clique,5,37,2.8623,0,5,39.7811,1
975,clique,5,38,1.7688,0,5,33.6864,1
976,clique,5,5,5.41,1,5,43.7511,1
977,clique,5,37,1.5462,0,5,28.6396,1
978,erdos,2,2,0.2815,1,2,8.5232,1
979,clique,5,5,1.9896,1,5,29.3713,1
980,erdos,1,1,0.3112,1,1,9.436,1
981,erdos,2,6,0.2852,0,2,8.9546,1
982,clique,5,37,2.2037,0,5,58.7816,1
983,erdos,2,9,0.3281,0,2,27.2353,1
984,clique,5,5,1.7598,1,5,28.4489,1
985,clique,5,37,1.7448,0,5,26.5313,1
986,clique,5,37,1.5991,0,5,27.4805,1
987,erdos,2,2,0.3539,1,2,8.4148,1
988,clique,5,5,1.6891,1,5,27.1945,1
989,clique,5,5,1.9498,1,5,27.6233,1
990,clique,5,36,1.6276,0,5,28.4111,1
991,clique,5,5,1.7381,1,5,28.9168,1
992,erdos,1,2,0.3423,0,1,8.5713,1
993,clique,5,36,1.6746,0,5,28.8945,1
994,clique,5,36,1.4894,0,5,30.5957,1
995,clique,5,36,1.5989,0,5,30.2324,1
996,erdos,3,4,0.4447,0,3,9.5949,1
997,erdos,2,2,0.3224,1,2,10.7544,1
998,clique,5,5,1.5802,1,5,26.7205,1
999,clique,5,5,1.6012,1,36,29.5888,0
1000,erdos,2,5,0.4219,0,2,9.0712,1
1001,erdos,2,3,0.3145,0,2,9.3941,1
1002,erdos,3,4,0.3155,0,3,13.0828,1
1003,clique,5,37,6.756,0,5,45.7481,1
1004,erdos,2,2,1.5572,1,2,23.2457,1
1005,clique,5,5,3.0982,1,5,83.385,1
1006,erdos,1,3,0.506,0,1,9.8484,1
1007,clique,5,5,1.7969,1,5,35.0664,1
1008,erdos,3,3,0.2996,1,3,14.4152,1
1009,clique,5,5,3.6322,1,5,48.8855,1
1010,erdos,3,7,0.3125,0,3,11.1457,1
1011,erdos,2,5,0.347,0,2,15.2596,1
1012,clique,5,5,1.9511,1,5,66.4196,1
1013,clique,5,5,1.5165,1,5,38.6078,1
1014,erdos,1,1,0.2652,1,1,7.8588,1
1015,clique,5,5,1.7634,1,5,31.7783,1
1016,clique,5,37,1.4223,0,5,31.1014,1
1017,clique,5,5,1.7157,1,5,30.9238,1
1018,clique,5,37,1.8612,0,5,63.6066,1
1019,erdos,2,5,0.3448,0,2,9.2583,1
1020,erdos,2,8,0.3147,0,2,8.0107,1
1021,erdos,0,0,0.3132,1,0,8.3109,1
1022,erdos,3,4,0.2648,0,3,8.1779,1
1023,erdos,0,0,0.2656,1,0,6.8937,1
1024,clique,5,36,1.2812,0,5,30.2731,1
1025,erdos,2,4,0.4463,0,2,21.2325,1
1026,clique,5,5,4.9317,1,5,44.2438,1
1027,erdos,2,5,0.5275,0,2,9.4959,1
1028,erdos,2,4,0.3429,0,2,22.567,1
1029,clique,5,5,2.1632,1,5,37.8658,1
1030,clique,5,5,2.1078,1,5,97.7265,1
1031,erdos,2,8,0.4326,0,2,44.3677,1
1032,erdos,2,17,0.5593,0,2,13.7191,1
1033,erdos,3,3,0.4233,1,3,11.8363,1
1034,clique,5,36,2.1388,0,5,34.8719,1
1035,erdos,3,9,0.3886,0,3,11.3935,1
1036,clique,5,37,1.8997,0,5,32.4032,1
1037,clique,5,5,2.2887,1,5,28.2244,1
1038,erdos,2,5,0.3198,0,2,9.4494,1
1039,erdos,1,6,0.3871,0,1,11.3682,1
1040,erdos,3,3,0.3403,1,3,35.1619,1
1041,clique,5,37,2.8373,0,5,46.0913,1
1042,clique,5,36,1.8411,0,5,48.3704,1
1043,erdos,2,10,0.4861,0,2,14.9554,1
1044,erdos,2,4,0.3349,0,2,14.0422,1
1045,clique,5,5,3.0937,1,5,49.0625,1
1046,erdos,0,0,0.533,1,0,10.8093,1
1047,clique,5,37,1.9699,0,5,34.554,1
1048,clique,5,36,2.166,0,5,32.0285,1
1049,clique,5,5,1.9005,1,5,34.5159,1
1050,erdos,1,3,0.3388,0,1,11.2452,1
1051,erdos,2,4,0.4777,0,2,10.3877,1
1052,erdos,2,7,0.3538,0,2,9.4604,1
1053,clique,5,5,1.7745,1,5,48.2031,1
1054,erdos,2,4,0.4601,0,2,17.6034,1
1055,clique,5,5,5.0495,1,5,43.6085,1
1056,clique,5,5,2.4495,1,5,47.6073,1
1057,clique,5,36,2.9974,0,5,33.4958,1
1058,clique,5,37,2.1477,0,5,39.4777,1
1059,erdos,3,11,0.5306,0,3,10.0388,1
1060,clique,5,5,2.0014,1,5,36.2453,1
1061,clique,5,36,2.1014,0,5,31.4142,1
1062,erdos,3,8,0.4636,0,3,10.1094,1
1063,clique,5,5,1.8671,1,5,39.9308,1
1064,clique,5,37,1.8482,0,5,33.7809,1
1065,erdos,2,12,0.3686,0,2,12.076,1
1066,clique,5,5,1.8849,1,5,34.4212,1
1067,erdos,2,2,0.3527,1,2,11.083,1
1068,clique,5,37,2.0925,0,5,35.0879,1
1069,erdos,3,5,0.4251,0,3,9.9073,1
1070,erdos,3,6,0.3773,0,3,10.3146,1
1071,clique,5,36,1.8027,0,5,34.3506,1
1072,erdos,1,1,0.3573,1,1,8.938,1
1073,clique,5,37,1.8047,0,5,37.8532,1
1074,clique,5,5,2.2745,1,5,31.8,1
1075,clique,5,36,1.6847,0,5,32.6622,1
1076,clique,5,5,1.7861,1,5,30.7882,1
1077,erdos,3,4,0.3165,0,3,21.9195,1
1078,clique,5,5,1.7196,1,5,27.8017,1
1079,clique,5,5,1.69,1,5,28.2366,1
1080,clique,5,5,2.0066,1,5,31.0164,1
1081,clique,5,37,1.9372,0,5,32.3685,1
1082,erdos,1,3,0.5092,0,1,10.102,1
1083,erdos,3,3,0.3346,1,3,9.4411,1
1084,clique,5,5,1.8957,1,5,31.0421,1
1085,clique,5,38,1.622,0,5,30.5846,1
1086,erdos,2,2,0.3251,1,2,9.0389,1
1087,clique,5,5,1.5493,1,5,27.5681,1
1088,clique,5,37,1.61,0,5,33.4742,1
1089,erdos,1,5,0.3064,0,1,8.8284,1
1090,erdos,3,3,0.4092,1,3,9.2532,1
1091,clique,5,36,1.819,0,5,44.5315,1
1092,clique,5,36,1.5585,0,5,30.5973,1
1093,erdos,3,5,0.3331,0,3,9.3781,1
1094,clique,5,73,1.7164,0,5,32.1131,1
1095,erdos,2,2,0.2961,1,2,8.5611,1
1096,erdos,4,6,0.6317,0,4,9.5496,1
1097,clique,5,5,2.485,1,5,31.3536,1
1098,erdos,2,4,0.3327,0,2,10.0529,1
1099,erdos,2,3,0.3953,0,2,10.6045,1
1100,clique,5,5,1.7322,1,5,28.3461,1
1101,erdos,3,4,0.3308,0,3,9.355,1
1102,clique,5,37,1.6251,0,5,38.536,1
1103,clique,5,36,1.604,0,5,40.3761,1
1104,erdos,0,0,0.3285,1,0,9.5809,1
1105,clique,5,5,2.1899,1,5,30.1504,1
1106,erdos,1,3,0.3239,0,1,9.2884,1
1107,clique,5,36,1.7558,0,5,31.8783,1
1108,clique,5,37,2.3499,0,5,35.161,1
1109,erdos,1,1,0.3377,1,1,10.1513,1
1110,clique,5,5,1.8806,1,5,43.7424,1
1111,erdos,2,3,0.3492,0,2,11.9849,1
1112,erdos,2,4,0.3781,0,2,11.6113,1
1113,erdos,2,6,0.4358,0,2,10.3446,1
1114,erdos,2,5,0.3809,0,2,10.5952,1
1115,erdos,2,2,0.366,1,2,10.2086,1
1116,clique,5,5,2.3136,1,5,33.2885,1
1117,clique,5,36,1.8893,0,5,32.1187,1
1118,clique,5,5,1.7554,1,5,35.078,1
1119,clique,5,5,1.9265,1,5,32.9865,1
1120,clique,5,36,2.0589,0,5,39.8556,1
1121,erdos,3,4,0.4327,0,3,10.3069,1
1122,clique,5,5,1.7164,1,5,31.2985,1
1123,erdos,2,6,0.3843,0,2,10.6019,1
1124,erdos,0,0,0.3513,1,0,9.5565,1
1125,erdos,1,4,0.3452,0,1,9.9723,1
1126,erdos,3,5,0.3451,0,3,9.8569,1
1127,clique,5,36,2.4456,0,5,35.6458,1
1128,erdos,1,2,0.3022,0,1,9.5428,1
1129,erdos,2,2,0.3699,1,2,12.3413,1
1130,erdos,2,5,0.4649,0,2,11.1817,1
1131,clique,5,5,2.0691,1,5,38.4914,1
1132,clique,5,37,1.8495,0,5,33.9776,1
1133,clique,5,5,1.8118,1,5,35.3178,1
1134,erdos,1,3,0.3357,0,1,9.9553,1
1135,clique,5,37,2.4816,0,5,32.7649,1
1136,clique,5,5,1.7618,1,5,34.1053,1
1137,clique,5,5,2.6448,1,5,37.5311,1
1138,erdos,2,10,0.3258,0,2,10.79,1
1139,erdos,3,12,0.3543,0,3,12.3234,1
1140,erdos,3,3,0.5006,1,3,15.6248,1
1141,clique,5,5,1.9332,1,5,37.6626,1
1142,clique,5,37,1.9408,0,5,32.7227,1
1143,erdos,3,4,0.3672,0,3,11.6891,1
1144,erdos,3,4,0.356,0,3,10.2495,1
1145,erdos,1,3,0.4393,0,1,10.4796,1
1146,clique,5,5,2.6281,1,5,37.9316,1
1147,clique,5,5,2.4226,1,5,31.9509,1
1148,erdos,2,5,0.4263,0,2,12.5089,1
1149,clique,5,5,2.044,1,5,35.4128,1
1150,erdos,2,2,0.392,1,2,10.8441,1
1151,erdos,1,5,0.4282,0,1,10.83,1
1152,clique,5,5,2.0694,1,5,35.7288,1
1153,erdos,2,4,0.5165,0,2,13.0214,1
1154,clique,5,5,2.1632,1,5,36.321,1
1155,clique,5,37,2.0037,0,5,35.7412,1
1156,clique,5,37,1.7289,0,5,32.981,1
1157,clique,5,37,1.9918,0,5,31.12,1
1158,clique,5,73,1.9264,0,5,34.7132,1
1159,erdos,4,5,0.3671,0,4,11.4132,1
1160,erdos,2,6,0.3238,0,2,10.5282,1
1161,clique,5,5,2.2274,1,5,32.5308,1
1162,erdos,2,3,0.3351,0,2,9.8056,1
1163,clique,5,5,1.6639,1,5,31.8889,1
1164,clique,5,36,1.6034,0,5,37.2082,1
1165,clique,5,5,1.7105,1,5,31.8208,1
1166,erdos,2,5,0.3448,0,2,8.5317,1
1167,clique,5,36,2.2111,0,5,27.7802,1
1168,erdos,1,4,0.3241,0,1,8.2014,1
1169,erdos,2,4,0.3114,0,2,8.8412,1
1170,erdos,1,8,0.3402,0,1,8.7247,1
1171,erdos,4,4,0.7522,1,4,9.4868,1
1172,clique,5,37,1.7746,0,5,28.7045,1
1173,clique,5,37,1.7742,0,5,35.0269,1
1174,clique,5,5,1.9644,1,5,30.7376,1
1175,clique,5,5,1.8789,1,5,30.0114,1
1176,erdos,3,6,0.829,0,3,24.2041,1
1177,clique,5,5,1.4915,1,5,27.5972,1
1178,erdos,1,5,0.6904,0,1,8.3118,1
1179,clique,5,36,1.7017,0,5,33.4172,1
1180,clique,5,37,1.7173,0,5,31.346,1
1181,erdos,1,1,0.3938,1,1,9.3997,1
1182,erdos,1,1,0.3132,1,1,9.9321,1
1183,clique,5,37,1.5841,0,5,31.8567,1
1184,clique,5,5,1.6851,1,5,41.2934,1
1185,erdos,2,3,2.8958,0,2,17.7567,1
1186,erdos,2,5,0.3126,0,2,10.6809,1
1187,clique,5,37,1.4144,0,5,28.8458,1
1188,erdos,2,3,0.3213,0,2,8.453,1
1189,clique,5,5,1.7211,1,5,34.8906,1
1190,erdos,1,2,0.2636,0,1,8.2924,1
1191,erdos,3,3,0.2765,1,3,9.4942,1
1192,erdos,1,6,0.3809,0,1,11.624,1
1193,erdos,2,2,0.5031,1,2,9.7689,1
1194,erdos,2,3,0.2971,0,2,8.2582,1
1195,erdos,3,5,0.3264,0,3,9.6563,1
1196,erdos,2,6,0.273,0,2,8.1455,1
1197,erdos,3,5,0.3081,0,3,8.7926,1
1198,erdos,2,5,0.3208,0,2,9.5673,1
1199,erdos,1,1,0.2773,1,1,8.7346,1
1200,clique,5,5,1.6469,1,5,30.1431,1
1201,erdos,1,1,0.3227,1,1,8.9219,1
1202,clique,5,5,4.1209,1,5,31.3334,1
1203,erdos,4,8,0.7104,0,4,10.221,1
1204,clique,5,5,1.7411,1,5,31.3302,1
1205,erdos,3,5,0.3541,0,3,8.7927,1
1206,erdos,3,5,0.3347,0,3,9.4286,1
1207,erdos,3,5,0.3161,0,3,8.096,1
1208,clique,5,36,1.7997,0,5,27.5154,1
1209,clique,5,5,1.4166,1,5,39.4791,1
1210,clique,5,36,2.6416,0,5,60.4986,1
1211,erdos,1,1,0.2964,1,1,10.6266,1
1212,erdos,1,6,0.3499,0,1,9.5596,1
1213,clique,5,37,3.804,0,5,29.794,1
1214,erdos,2,2,0.3129,1,2,8.4775,1
1215,erdos,2,5,0.2414,0,2,9.3897,1
1216,erdos,3,3,0.264,1,3,10.352,1
1217,erdos,2,3,0.304,0,2,9.1612,1
1218,clique,5,70,1.4046,0,5,66.1913,1
1219,erdos,2,4,4.7313,0,2,8.5999,1
1220,clique,5,37,1.7398,0,5,83.2739,1
1221,clique,5,36,2.1094,0,5,31.4635,1
1222,erdos,1,1,0.4092,1,1,9.5034,1
1223,clique,5,5,1.4161,1,5,31.3315,1
1224,clique,5,36,1.5734,0,5,27.9846,1
1225,erdos,2,2,0.2597,1,2,8.8334,1
1226,erdos,1,1,0.291,1,1,36.3989,1
1227,clique,5,5,1.6612,1,5,38.0963,1
1228,clique,5,36,2.221,0,5,31.0499,1
1229,clique,5,5,1.7455,1,5,33.7624,1
1230,clique,5,5,1.8019,1,5,27.9579,1
1231,clique,5,37,1.6215,0,5,24.9945,1
1232,clique,5,37,1.5886,0,5,29.4086,1
1233,erdos,1,4,0.2797,0,1,8.0607,1
1234,clique,5,37,1.6096,0,5,37.0123,1
1235,clique,5,5,2.773,1,5,32.8586,1
1236,erdos,3,10,0.3185,0,3,9.7711,1
1237,clique,5,37,1.6587,0,5,47.5049,1
1238,erdos,3,5,0.3182,0,3,12.5986,1
1239,erdos,1,1,0.4083,1,1,24.5292,1
1240,erdos,1,1,0.3745,1,1,12.8493,1
1241,clique,5,5,2.5183,1,5,34.4376,1
1242,erdos,3,3,0.3451,1,3,10.8875,1
1243,clique,5,5,1.7945,1,5,35.4258,1
1244,clique,5,36,1.5714,0,5,56.0188,1
1245,clique,5,5,1.6203,1,5,29.4571,1
1246,erdos,1,4,0.3931,0,1,8.7545,1
1247,clique,5,5,1.7795,1,5,29.4409,1
1248,clique,5,37,1.6658,0,5,35.4388,1
1249,clique,5,5,4.2529,1,5,53.0251,1
1250,clique,5,5,1.62,1,5,31.6997,1
1251,erdos,3,5,0.454,0,3,12.0196,1
1252,clique,5,5,1.9686,1,5,35.038,1
1253,erdos,1,1,0.3463,1,1,8.9221,1
1254,clique,5,5,1.7084,1,5,30.2161,1
1255,clique,5,37,1.5963,0,5,34.2567,1
1256,erdos,3,4,0.3318,0,3,8.7413,1
1257,clique,5,5,1.8689,1,5,28.1148,1
1258,clique,5,5,1.6546,1,5,41.5504,1
1259,erdos,1,1,0.3032,1,1,10.8777,1
1260,erdos,1,3,0.3111,0,1,12.5909,1
1261,erdos,2,2,0.6512,1,2,13.4909,1
1262,clique,5,5,1.7927,1,5,34.1216,1
1263,erdos,1,4,0.3557,0,1,11.533,1
1264,erdos,3,9,0.4011,0,3,16.2935,1
1265,clique,5,5,1.9629,1,5,34.9385,1
1266,clique,5,36,1.813,0,5,35.667,1
1267,erdos,2,2,0.3038,1,2,10.9765,1
1268,clique,5,36,1.7798,0,5,31.5412,1
1269,clique,5,37,4.122,0,5,34.1024,1
1270,clique,5,37,1.7212,0,5,30.6888,1
1271,clique,5,36,1.5219,0,5,28.8428,1
1272,clique,5,37,1.4808,0,5,26.5768,1
1273,clique,5,36,1.7915,0,5,27.4452,1
1274,clique,5,5,1.3975,1,5,27.0766,1
1275,erdos,1,1,0.3978,1,1,9.0468,1
1276,clique,5,5,1.5026,1,5,26.9434,1
1277,clique,5,5,1.9339,1,5,30.0723,1
1278,erdos,1,2,0.2744,0,1,7.2992,1
1279,erdos,2,10,0.4476,0,2,8.6568,1
1280,clique,5,37,1.2867,0,5,27.2988,1
1281,erdos,3,6,0.3659,0,3,9.6013,1
1282,erdos,2,6,0.3825,0,2,9.2805,1
1283,clique,5,5,1.1659,1,5,39.7601,1
1284,clique,5,5,1.8347,1,5,30.4732,1
1285,clique,5,5,1.7751,1,5,28.6987,1
1286,erdos,2,2,0.2429,1,2,8.4996,1
1287,erdos,1,6,0.6261,0,1,7.7283,1
1288,erdos,4,10,0.4956,0,4,9.3524,1
1289,clique,5,5,1.5689,1,5,29.0407,1
1290,clique,5,5,1.682,1,5,30.1817,1
1291,erdos,1,5,0.3278,0,1,8.2751,1
1292,clique,5,70,1.8245,0,5,29.4956,1
1293,erdos,2,6,0.3539,0,2,8.6227,1
1294,erdos,3,6,0.2974,0,3,8.8342,1
1295,clique,5,5,1.6271,1,36,28.1686,0
1296,clique,5,5,1.8456,1,5,27.9773,1
1297,clique,5,5,1.8907,1,5,30.8998,1
1298,clique,5,5,1.857,1,5,28.4727,1
1299,erdos,3,4,0.3411,0,3,9.1398,1
1300,erdos,1,2,0.341,0,1,8.3746,1
1301,clique,5,36,2.109,0,5,28.8457,1
1302,clique,5,40,1.9734,0,5,31.94,1
1303,erdos,2,5,0.3329,0,2,11.9848,1
1304,erdos,2,5,0.4757,0,2,10.1752,1
1305,clique,5,5,1.9665,1,5,29.059,1
1306,clique,5,5,1.8075,1,5,27.7905,1
1307,erdos,1,4,0.3533,0,1,8.0277,1
1308,clique,5,5,1.7426,1,5,28.8137,1
1309,clique,5,36,1.7577,0,5,36.7613,1
1310,clique,5,5,1.4711,1,5,32.0704,1
1311,erdos,3,4,0.2383,0,3,11.6445,1
1312,erdos,1,3,0.2674,0,1,12.1579,1
1313,clique,5,36,2.1251,0,5,34.3437,1
1314,erdos,2,9,0.3061,0,2,11.1893,1
1315,clique,5,5,2.2526,1,5,35.4643,1
1316,erdos,3,5,0.36,0,3,11.928,1
1317,clique,5,5,1.5573,1,5,27.9953,1
1318,erdos,3,3,0.3433,1,3,9.2533,1
1319,erdos,1,1,0.3728,1,1,8.2244,1
1320,erdos,3,8,0.492,0,3,9.2357,1
1321,clique,5,37,1.8236,0,5,26.9525,1
1322,clique,5,5,1.9878,1,5,29.0871,1
1323,clique,5,5,1.8339,1,5,32.4381,1
1324,erdos,3,7,0.4537,0,3,10.0206,1
1325,erdos,0,0,0.3478,1,0,8.1727,1
1326,erdos,1,6,0.4306,0,1,8.4487,1
1327,erdos,1,3,0.3569,0,1,8.2912,1
1328,erdos,3,5,0.3678,0,3,8.4125,1
1329,erdos,2,4,0.3294,0,2,8.5088,1
1330,erdos,2,2,0.3244,1,2,8.1619,1
1331,clique,5,5,1.301,1,5,27.3124,1
1332,clique,5,37,2.0597,0,5,27.1171,1
1333,clique,5,5,1.7513,1,5,28.6762,1
1334,clique,5,37,1.7453,0,5,29.9571,1
1335,erdos,2,3,0.3304,0,2,8.5603,1
1336,clique,5,36,1.6254,0,5,31.9532,1
1337,erdos,1,1,0.3549,1,1,8.1067,1
1338,clique,5,5,1.8497,1,5,27.6811,1
1339,erdos,1,1,0.3897,1,1,8.9107,1
1340,clique,5,37,1.8914,0,5,28.1455,1
1341,erdos,1,7,0.4835,0,1,7.7838,1
1342,erdos,3,6,0.3566,0,3,8.9567,1
1343,erdos,4,6,0.3886,0,4,16.7147,1
1344,erdos,2,2,0.2378,1,2,11.5964,1
1345,erdos,3,6,0.3499,0,3,8.2185,1
1346,erdos,2,2,0.2321,1,2,8.6294,1
1347,erdos,3,5,0.2327,0,3,7.1085,1
1348,clique,5,36,1.652,0,5,27.5831,1
1349,clique,5,37,4.829,0,5,28.3065,1
1350,erdos,2,4,1.9666,0,2,8.2233,1
1351,clique,5,5,1.2121,1,5,28.2946,1
1352,erdos,3,6,0.2467,0,3,10.9837,1
1353,clique,5,5,1.101,1,5,25.1697,1
1354,erdos,2,3,0.2033,0,2,13.1297,1
1355,clique,5,5,1.3603,1,5,29.6278,1
1356,clique,5,5,1.2392,1,5,32.616,1
1357,clique,5,36,1.7765,0,5,32.5664,1
1358,erdos,1,3,0.4063,0,1,9.3896,1
1359,clique,5,36,2.3391,0,5,32.5038,1
1360,clique,5,36,2.0067,0,5,34.1283,1
1361,erdos,3,6,0.4738,0,3,10.5437,1
1362,clique,5,36,1.8021,0,5,29.2726,1
1363,clique,5,36,1.2236,0,5,30.4169,1
1364,erdos,2,7,0.3129,0,2,10.0563,1
1365,clique,5,5,1.6324,1,5,33.6087,1
1366,clique,5,36,1.7246,0,5,38.2223,1
1367,erdos,3,3,0.3375,1,3,9.5228,1
1368,erdos,3,6,0.4752,0,3,11.5829,1
1369,clique,5,37,2.0555,0,5,35.7559,1
1370,clique,5,5,2.8902,1,5,91.617,1
1371,clique,5,37,2.1843,0,5,49.9255,1
1372,erdos,3,3,0.3162,1,3,22.6208,1
1373,erdos,1,11,0.3104,0,1,10.6607,1
1374,erdos,2,9,0.3449,0,2,11.0899,1
1375,erdos,3,3,0.3647,1,3,13.5495,1
1376,erdos,2,6,0.3315,0,2,10.3417,1
1377,erdos,1,1,0.3051,1,1,9.0595,1
1378,erdos,2,4,0.3481,0,2,10.0588,1
1379,clique,5,36,1.7185,0,5,30.3982,1
1380,erdos,3,3,0.4079,1,3,10.3525,1
1381,erdos,2,3,0.3006,0,2,9.2003,1
1382,erdos,3,8,0.3701,0,3,10.1427,1
1383,erdos,3,4,0.4199,0,3,12.3458,1
1384,clique,5,37,1.7267,0,5,30.223,1
1385,erdos,3,3,0.3187,1,3,8.6192,1
1386,erdos,3,6,0.3636,0,3,9.2128,1
1387,erdos,2,2,0.3067,1,2,8.8918,1
1388,erdos,1,4,0.314,0,1,9.3618,1
1389,clique,5,5,1.713,1,5,28.4711,1
1390,erdos,2,9,0.4185,0,2,9.0077,1
1391,clique,5,36,1.7283,0,5,28.5609,1
1392,erdos,2,7,0.3075,0,2,8.919,1
1393,erdos,2,2,0.3377,1,2,8.9812,1
1394,erdos,2,2,0.332,1,2,11.0532,1
1395,clique,5,36,1.7536,0,5,30.3888,1
